Consumption,consumption_comb
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['7.1 l/100 km (comb)'], ['9.6 l/100 km (city)'], ['5.6 l/100 km (country)']]",7.1
"[['7.1 l/100 km (comb)'], ['9.6 l/100 km (city)'], ['5.6 l/100 km (country)']]",7.1
"[['5.4 l/100 km (comb)'], ['6.8 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['8.7 l/100 km (comb)'], ['11.5 l/100 km (city)'], ['7.1 l/100 km (country)']]",8.7
"[['8.6 l/100 km (comb)'], ['11.2 l/100 km (city)'], ['7.1 l/100 km (country)']]",8.6
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['7.1 l/100 km (comb)'], ['9.4 l/100 km (city)'], ['5.8 l/100 km (country)']]",7.1
"[['6.9 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['5.8 l/100 km (country)']]",6.9
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.5 l/100 km (country)']]",6.4
,
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"['\n', '6.7 l/100 km (comb)', '\n', '8.6 l/100 km (city)', '\n', '5.6 l/100 km (country)', '\n']",
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['7.1 l/100 km (comb)'], ['9.4 l/100 km (city)'], ['5.8 l/100 km (country)']]",7.1
"[['6.7 l/100 km (comb)'], ['8.6 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.7
"[['6 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
,
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['5.7 l/100 km (comb)'], ['7.5 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.7
"[['5.4 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['4.5 l/100 km (comb)'], ['5.6 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['7.1 l/100 km (comb)'], ['9.4 l/100 km (city)'], ['5.8 l/100 km (country)']]",7.1
"['\n', '8.6 l/100 km (comb)', '\n', '11.5 l/100 km (city)', '\n', '7 l/100 km (country)', '\n']",
,
"[['5.7 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['5.2 l/100 km (comb)'], ['6.8 l/100 km (city)'], ['4.2 l/100 km (country)']]",5.2
"[['5.7 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"[['5.3 l/100 km (comb)'], ['6.9 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.3
"[['7.1 l/100 km (comb)'], ['9.6 l/100 km (city)'], ['5.7 l/100 km (country)']]",7.1
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6.4 l/100 km (comb)'], ['8.2 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['5.7 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"[['6.9 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['5.8 l/100 km (country)']]",6.9
"[['6.4 l/100 km (comb)'], ['8.2 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['6.9 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['5.8 l/100 km (country)']]",6.9
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
"[['7.1 l/100 km (comb)'], ['9.4 l/100 km (city)'], ['5.8 l/100 km (country)']]",7.1
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
"[['5.5 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
,
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.6
"[['5.5 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.6
"[['6.7 l/100 km (comb)'], ['8.6 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.7
,
"[['7.1 l/100 km (comb)'], ['9.4 l/100 km (city)'], ['5.8 l/100 km (country)']]",7.1
"['\n', '6.4 l/100 km (comb)', '\n', '8.1 l/100 km (city)', '\n', '5.4 l/100 km (country)', '\n']",
"[['7.1 l/100 km (comb)'], ['9.4 l/100 km (city)'], ['5.8 l/100 km (country)']]",7.1
"[['6.4 l/100 km (comb)'], ['8.2 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['5.9 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.9
"[['6.7 l/100 km (comb)'], ['8.6 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.7
"[['6.4 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.6 l/100 km (country)']]",6.4
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
,
,
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['5.9 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.9
"[['5.3 l/100 km (comb)'], ['6.6 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.3
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['6.2 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.2
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
,
"[['5.4 l/100 km (comb)'], ['6.6 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['5.4 l/100 km (comb)'], ['6.6 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['5.5 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
"[['5.7 l/100 km (comb)'], ['7.5 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.7
"[['5.4 l/100 km (comb)'], [], []]",5.4
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['5.2 l/100 km (comb)'], ['6.5 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.2
"['\n', '6.1 l/100 km (comb)', '\n', '7.7 l/100 km (city)', '\n', '5.2 l/100 km (country)', '\n']",
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.6
"[['5.5 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['6.4 l/100 km (comb)'], ['8.2 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['5.3 l/100 km (comb)'], ['6.6 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.3
,
"['\n', '7.9 l/100 km (comb)', '\n', '8.3 l/100 km (city)', '\n', '5.5 l/100 km (country)', '\n']",
"[['5.7 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"[['5.5 l/100 km (comb)'], ['7.4 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"['\n', '5.9 l/100 km (comb)', '\n', '7.6 l/100 km (city)', '\n', '4.9 l/100 km (country)', '\n']",
"[['5.7 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"['\n', '5.7 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '4.8 l/100 km (country)', '\n']",
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.6
"[['6 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
,
"[['5.5 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
"[['6.2 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.2
"[['5.6 l/100 km (comb)'], [], []]",5.6
"['\n', '6.2 l/100 km (comb)', '\n', '7.7 l/100 km (city)', '\n', '5.3 l/100 km (country)', '\n']",
"[['4.6 l/100 km (comb)'], ['5.5 l/100 km (city)'], ['4 l/100 km (country)']]",4.6
"[['6.1 l/100 km (comb)'], ['7.5 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.1
"[['6.4 l/100 km (comb)'], ['8.2 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['5.4 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"['\n', '6.1 l/100 km (comb)', '\n', '7.7 l/100 km (city)', '\n', '5.2 l/100 km (country)', '\n']",
"[['5.5 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['5.4 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['5.5 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
"[['5.4 l/100 km (comb)'], ['6.8 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['5.2 l/100 km (comb)'], ['6.7 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.2
"[['6.4 l/100 km (comb)'], ['8.2 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['5.7 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"[['8 l/100 km (comb)'], ['11 l/100 km (city)'], ['7 l/100 km (country)']]",8
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6.8 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['6 l/100 km (country)']]",6.8
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.5 l/100 km (country)']]",6.4
"[['5.2 l/100 km (comb)'], ['6.8 l/100 km (city)'], ['4.2 l/100 km (country)']]",5.2
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
,
"[['6.5 l/100 km (comb)'], ['10.2 l/100 km (city)'], ['7.7 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.7 l/100 km (country)']]",6.5
"['\n', '5.7 l/100 km (comb)', '\n', '7.2 l/100 km (city)', '\n', '4.8 l/100 km (country)', '\n']",
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['5.1 l/100 km (comb)'], ['6.1 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.1
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['5.7 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"[['6 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.1 l/100 km (country)']]",6
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['5.4 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['5.5 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['5.4 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
,
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
,
"[['4 l/100 km (comb)'], ['5 l/100 km (city)'], ['4 l/100 km (country)']]",4
"[['5.2 l/100 km (comb)'], ['6.1 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.2
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['4 l/100 km (comb)'], ['5 l/100 km (city)'], ['4 l/100 km (country)']]",4
"[['5.5 l/100 km (comb)'], ['7.4 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.4
"[['5.9 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.9
"[['6.2 l/100 km (comb)'], ['10.1 l/100 km (city)'], ['7.3 l/100 km (country)']]",6.2
"[['5.5 l/100 km (comb)'], ['7.4 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['5.3 l/100 km (comb)'], ['6.6 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.3
"[['6.1 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.2 l/100 km (country)']]",6.1
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6.2 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.2
"[['6.2 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.2
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['4 l/100 km (comb)'], ['5 l/100 km (city)'], ['4 l/100 km (country)']]",4
"[['5.9 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.9
"[['6.2 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.2
"[['6.2 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.2
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['5.2 l/100 km (comb)'], ['6.5 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.2
"[['5.9 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.9
"[['5.5 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6.2 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.2
"[['5.4 l/100 km (comb)'], ['6.8 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['6.1 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
,
"[['5.4 l/100 km (comb)'], ['6.8 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.4
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6.2 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.2
"[['6.2 l/100 km (comb)'], ['10.1 l/100 km (city)'], ['7.3 l/100 km (country)']]",6.2
"[['5.8 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.8
"['\n', '6 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '5.2 l/100 km (country)', '\n']",
"[['5.8 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.8
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.5 l/100 km (country)']]",6.4
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['5 l/100 km (country)']]",6
"[['6.1 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.2 l/100 km (country)']]",6.1
"[['4 l/100 km (comb)'], ['5 l/100 km (city)'], ['3 l/100 km (country)']]",4
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
"[['4 l/100 km (comb)'], ['5 l/100 km (city)'], ['3 l/100 km (country)']]",4
"[['6.4 l/100 km (comb)'], ['8.1 l/100 km (city)'], ['5.5 l/100 km (country)']]",6.4
,
"['\n', '6.2 l/100 km (comb)', '\n', '7.9 l/100 km (city)', '\n', '5.2 l/100 km (country)', '\n']",
"[['6.6 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.6
"[['5.5 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['6.1 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['5.5 l/100 km (comb)'], ['6.9 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.5
"[['6.6 l/100 km (comb)'], ['8.2 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.6
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
,
"[['4.6 l/100 km (comb)'], ['5.4 l/100 km (city)'], ['4.2 l/100 km (country)']]",4.6
"[['4.8 l/100 km (comb)'], ['5.8 l/100 km (city)'], ['4.2 l/100 km (country)']]",4.8
"[['6.4 l/100 km (comb)'], ['7.9 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.4
,
,
"['\n', '5.8 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '4.9 l/100 km (country)', '\n']",
,
,
,
"[['6.6 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.6
"['\n', '6.3 l/100 km (comb)', '\n', '8 l/100 km (city)', '\n', '5.3 l/100 km (country)', '\n']",
"[['6 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.1 l/100 km (country)']]",6
,
"['\n', '6.6 l/100 km (comb)', '\n', '8.2 l/100 km (city)', '\n', '5.6 l/100 km (country)', '\n']",
"[['6.5 l/100 km (comb)'], ['7.9 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.5
"[['6.5 l/100 km (comb)'], ['7.9 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.5
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
"[['5.9 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.9
"[['6.1 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.2 l/100 km (country)']]",6.1
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
,
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
"[['5.8 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['5 l/100 km (country)']]",5.8
,
,
,
"['\n', '6.6 l/100 km (comb)', '\n', '8.3 l/100 km (city)', '\n', '5.6 l/100 km (country)', '\n']",
"[['5.3 l/100 km (comb)'], [], []]",5.3
"[['4.8 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['4.1 l/100 km (country)']]",4.8
"[['5.5 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.5
"[['4.9 l/100 km (comb)'], [], []]",4.9
"['\n', '6.3 l/100 km (comb)', '\n', '8 l/100 km (city)', '\n', '5.3 l/100 km (country)', '\n']",
"['\n', '6.5 l/100 km (comb)', '\n', '7.9 l/100 km (city)', '\n', '5.6 l/100 km (country)', '\n']",
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.6
"[['6 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.1 l/100 km (country)']]",6
,
"[['6.1 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.2 l/100 km (country)']]",6.1
,
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
,
,
"[['5.7 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.7
,
,
"[['6.1 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.2 l/100 km (country)']]",6.1
,
,
"['\n', '6.3 l/100 km (comb)', '\n', '8 l/100 km (city)', '\n', '5.3 l/100 km (country)', '\n']",
"[['4.2 l/100 km (comb)'], ['4.9 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.2
"[['6.4 l/100 km (comb)'], ['7.9 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.4
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
,
,
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
,
"[['5.5 l/100 km (comb)'], ['6.9 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.5
,
"[['6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['5.2 l/100 km (country)']]",6
"[['5.5 l/100 km (comb)'], ['6.9 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.5
"[['6.6 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.6
"[['6.1 l/100 km (comb)'], ['7.6 l/100 km (city)'], ['5.2 l/100 km (country)']]",6.1
"[['5.9 l/100 km (comb)'], ['7.8 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.9
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
"[['5.6 l/100 km (comb)'], ['6.9 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
"[['6 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.1 l/100 km (country)']]",6
"[['5.7 l/100 km (comb)'], ['7 l/100 km (city)'], ['4.9 l/100 km (country)']]",5.7
"[['6.4 l/100 km (comb)'], ['7.9 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.4
"[['4.9 l/100 km (comb)'], [], []]",4.9
"[['5.7 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.7
,
"[['5.6 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
,
"[['6.6 l/100 km (comb)'], ['8.3 l/100 km (city)'], ['5.6 l/100 km (country)']]",6.6
,
"[['5.6 l/100 km (comb)'], ['6.9 l/100 km (city)'], ['4.8 l/100 km (country)']]",5.6
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
"[['4.4 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.4
"[['4.6 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['4 l/100 km (country)']]",4.6
"[['6.5 l/100 km (comb)'], ['8.4 l/100 km (city)'], ['5.4 l/100 km (country)']]",6.5
,
"[['6.1 l/100 km (comb)'], ['7.7 l/100 km (city)'], ['5.1 l/100 km (country)']]",6.1
"[['5 l/100 km (comb)'], ['6 l/100 km (city)'], ['4 l/100 km (country)']]",5
"[['6.3 l/100 km (comb)'], ['8 l/100 km (city)'], ['5.3 l/100 km (country)']]",6.3
